Date,IVE
2024-04-16,170.34970092773438
2024-04-17,170.2340087890625
2024-04-18,170.55213928222656
2024-04-19,171.9789581298828
2024-04-22,173.2515106201172
2024-04-23,174.47586059570312
2024-04-24,174.53372192382812
2024-04-25,173.9649200439453
2024-04-26,173.67568969726562
2024-04-29,174.40841674804688
2024-04-30,172.3645782470703
2024-05-01,171.95004272460938
2024-05-02,172.9141082763672
2024-05-03,173.83961486816406
2024-05-06,174.8808135986328
2024-05-07,175.420654296875
2024-05-08,175.6134796142578
2024-05-09,177.13668823242188
2024-05-10,177.5994415283203
2024-05-13,177.54161071777344
2024-05-14,178.0621795654297
2024-05-15,179.3636932373047
2024-05-16,179.46971130371094
2024-05-17,179.99034118652344
2024-05-20,179.035888671875
2024-05-21,179.23837280273438
2024-05-22,178.70811462402344
2024-05-23,176.17263793945312
2024-05-24,176.82818603515625
2024-05-28,175.57489013671875
2024-05-29,173.8492431640625
2024-05-30,174.59158325195312
2024-05-31,177.50302124023438
2024-06-03,176.77999877929688
2024-06-04,176.52932739257812
2024-06-05,177.040283203125
2024-06-06,176.9728240966797
2024-06-07,176.71249389648438
2024-06-10,177.00173950195312
2024-06-11,175.9247283935547
2024-06-12,175.69229125976562
2024-06-13,175.28546142578125
2024-06-14,174.82058715820312
2024-06-17,175.71165466308594
2024-06-18,176.25401306152344
2024-06-20,176.92230224609375
2024-06-21,176.91261291503906
2024-06-24,178.3363800048828
2024-06-25,176.85450744628906
2024-06-26,176.30245971679688
2024-06-27,176.10874938964844
2024-06-28,176.28306579589844
2024-07-01,175.3629608154297
2024-07-02,176.00221252441406
2024-07-03,175.80848693847656
2024-07-05,175.87631225585938
2024-07-08,175.9247283935547
2024-07-09,176.01190185546875
2024-07-10,177.4840545654297
2024-07-11,179.10153198242188
2024-07-12,180.17657470703125
2024-07-15,180.65118408203125
2024-07-16,183.32432556152344
2024-07-17,184.31222534179688
2024-07-18,182.58824157714844
2024-07-19,181.3872528076172
2024-07-22,182.1233673095703
2024-07-23,181.30975341796875
2024-07-24,180.75770568847656
2024-07-25,181.14512634277344
2024-07-26,183.4308624267578
2024-07-29,183.39212036132812
2024-07-30,184.30255126953125
2024-07-31,184.69964599609375
2024-08-01,183.31463623046875
2024-08-02,180.77706909179688
2024-08-05,176.47677612304688
2024-08-06,177.8424072265625
2024-08-07,177.18382263183594
2024-08-08,179.7310791015625
2024-08-09,179.88601684570312
2024-08-12,179.30490112304688
2024-08-13,180.82553100585938
2024-08-14,181.51316833496094
2024-08-15,183.53741455078125
2024-08-16,184.1863250732422
2024-08-19,185.35824584960938
2024-08-20,184.80621337890625
2024-08-21,185.5229034423828
2024-08-22,185.54226684570312
2024-08-23,187.20814514160156
2024-08-26,187.7505340576172
2024-08-27,187.93455505371094
2024-08-28,187.69241333007812
2024-08-29,188.4381866455078
2024-08-30,190.06533813476562
2024-09-03,188.38973999023438
2024-09-04,188.3607177734375
2024-09-05,186.84979248046875
2024-09-06,185.21298217773438
2024-09-09,187.05319213867188
2024-09-10,186.72386169433594
2024-09-11,186.17181396484375
2024-09-12,187.02413940429688
2024-09-13,188.1476287841797
2024-09-16,189.65855407714844
2024-09-17,189.57138061523438
2024-09-18,189.1161651611328
2024-09-19,190.46243286132812
2024-09-20,190.08470153808594
2024-09-23,190.9467010498047
2024-09-24,190.9467010498047
2024-09-25,189.72703552246094
2024-09-26,190.701171875
2024-09-27,191.42208862304688
2024-09-30,192.0747833251953
2024-10-01,191.57794189453125
2024-10-02,191.2467498779297
2024-10-03,190.31155395507812
2024-10-04,191.56820678710938
2024-10-07,190.1751708984375
2024-10-08,190.4868927001953
2024-10-09,191.84097290039062
2024-10-10,191.21749877929688
2024-10-11,193.31195068359375
2024-10-14,194.62704467773438
2024-10-15,194.03282165527344
2024-10-16,195.5817413330078
2024-10-17,195.23106384277344
2024-10-18,195.55252075195312
2024-10-21,193.84774780273438
2024-10-22,193.389892578125
2024-10-23,193.22427368164062
2024-10-24,192.6787567138672
2024-10-25,191.2467498779297
2024-10-28,192.21116638183594
2024-10-29,191.02268981933594
2024-10-30,190.82785034179688
2024-10-31,189.6101531982422
2024-11-01,189.73680114746094
2024-11-04,189.44451904296875
2024-11-05,191.27597045898438
2024-11-06,195.99090576171875
2024-11-07,195.41615295410156
2024-11-08,196.60459899902344
2024-11-11,197.35472106933594
2024-11-12,195.86424255371094
2024-11-13,196.26364135742188
2024-11-14,194.95828247070312
2024-11-15,194.35430908203125
2024-11-18,195.2895050048828
2024-11-19,194.373779296875
2024-11-20,194.80239868164062
2024-11-21,197.0040283203125
2024-11-22,198.47499084472656
2024-11-25,199.8972625732422
2024-11-26,199.9362335205078
2024-11-27,200.18951416015625
2024-11-29,200.84219360351562
2024-12-02,199.43942260742188
2024-12-03,198.32887268066406
2024-12-04,197.7248992919922
2024-12-05,197.25730895996094
2024-12-06,196.69227600097656
2024-12-09,195.64993286132812
2024-12-10,194.87062072753906
2024-12-11,194.1302490234375
2024-12-12,193.4191131591797
2024-12-13,192.86383056640625
2024-12-16,191.81175231933594
2024-12-17,190.7676544189453
2024-12-18,186.26217651367188
