Date,LQD
2024-02-27,97.67552947998047
2024-02-28,97.66646575927734
2024-02-29,97.75725555419922
2024-03-01,98.35235595703125
2024-03-04,98.17007446289062
2024-03-05,98.7077865600586
2024-03-06,98.9720687866211
2024-03-07,99.21812438964844
2024-03-08,99.35484313964844
2024-03-11,99.37307739257812
2024-03-12,99.0541000366211
2024-03-13,98.95384979248047
2024-03-14,98.22477722167969
2024-03-15,98.25212097167969
2024-03-18,98.08807373046875
2024-03-19,98.3705825805664
2024-03-20,98.5528564453125
2024-03-21,98.69867706298828
2024-03-22,99.03587341308594
2024-03-25,98.69867706298828
2024-03-26,98.67132568359375
2024-03-27,99.35484313964844
2024-03-28,99.26370239257812
2024-04-01,98.313232421875
2024-04-02,98.16685485839844
2024-04-03,98.23088836669922
2024-04-04,98.3406753540039
2024-04-05,97.91072082519531
2024-04-08,97.90156555175781
2024-04-09,98.40470123291016
2024-04-10,97.00508117675781
2024-04-11,96.80382537841797
2024-04-12,97.02336120605469
2024-04-15,95.95305633544922
2024-04-16,95.63289642333984
2024-04-17,96.154296875
2024-04-18,95.96221160888672
2024-04-19,96.06282806396484
2024-04-22,96.3006820678711
2024-04-23,96.46533203125
2024-04-24,96.09028625488281
2024-04-25,95.80670166015625
2024-04-26,96.172607421875
2024-04-29,96.57512664794922
2024-04-30,96.0445327758789
2024-05-01,96.44405364990234
2024-05-02,97.04103088378906
2024-05-03,97.72067260742188
2024-05-06,97.99620056152344
2024-05-07,98.04212951660156
2024-05-08,97.79414367675781
2024-05-09,97.95026397705078
2024-05-10,97.63799285888672
2024-05-13,97.67473602294922
2024-05-14,97.95945739746094
2024-05-15,98.83196258544922
2024-05-16,98.67581939697266
2024-05-17,98.44621276855469
2024-05-20,98.4002914428711
2024-05-21,98.56562042236328
2024-05-22,98.41866302490234
2024-05-23,97.98700714111328
2024-05-24,98.25334930419922
2024-05-28,97.66555786132812
2024-05-29,97.14205169677734
2024-05-30,97.7390365600586
2024-05-31,98.17070007324219
2024-06-03,98.84831237792969
2024-06-04,99.23551940917969
2024-06-05,99.56741333007812
2024-06-06,99.50287628173828
2024-06-07,98.60861206054688
2024-06-10,98.40577697753906
2024-06-11,98.82984924316406
2024-06-12,99.43832397460938
2024-06-13,99.90852355957031
2024-06-14,99.99149322509766
2024-06-17,99.52130889892578
2024-06-18,99.98226928710938
2024-06-20,99.65037536621094
2024-06-21,99.67803192138672
2024-06-24,99.7794418334961
2024-06-25,99.7425537109375
2024-06-26,99.19863891601562
2024-06-27,99.39224243164062
2024-06-28,98.75611877441406
2024-07-01,98.16954803466797
2024-07-02,98.79869079589844
2024-07-03,99.52954864501953
2024-07-05,100.04764556884766
2024-07-08,100.03837585449219
2024-07-09,99.8533706665039
2024-07-10,100.09388732910156
2024-07-11,100.6304931640625
2024-07-12,101.00056457519531
2024-07-15,100.44547271728516
2024-07-16,101.0282974243164
2024-07-17,101.0745849609375
2024-07-18,100.63973999023438
2024-07-19,100.2696762084961
2024-07-22,100.21417999267578
2024-07-23,100.14015197753906
2024-07-24,99.52954864501953
2024-07-25,99.9273681640625
2024-07-26,100.48247528076172
2024-07-29,100.69525146484375
2024-07-30,100.77851104736328
2024-07-31,101.36136627197266
2024-08-01,101.69749450683594
2024-08-02,102.69097137451172
2024-08-05,102.43099975585938
2024-08-06,101.76248931884766
2024-08-07,101.29824829101562
2024-08-08,101.34468841552734
2024-08-09,101.86463165283203
2024-08-12,102.07819366455078
2024-08-13,102.79309844970703
2024-08-14,103.24808502197266
2024-08-15,102.93238067626953
2024-08-16,103.23877716064453
2024-08-19,103.48019409179688
2024-08-20,103.74945068359375
2024-08-21,103.98157501220703
2024-08-22,103.55447387695312
2024-08-23,104.1487045288086
2024-08-26,104.01872253417969
2024-08-27,103.9351577758789
2024-08-28,103.72159576416016
2024-08-29,103.5451889038086
2024-08-30,103.25736236572266
2024-09-03,103.56953430175781
2024-09-04,104.21255493164062
2024-09-05,104.7250747680664
2024-09-06,104.67848205566406
2024-09-09,104.91144561767578
2024-09-10,105.20032501220703
2024-09-11,105.24693298339844
2024-09-12,105.17237091064453
2024-09-13,105.4985580444336
2024-09-16,105.96446990966797
2024-09-17,105.97379302978516
2024-09-18,105.53582000732422
2024-09-19,105.62901306152344
2024-09-20,105.7221908569336
2024-09-23,105.57310485839844
2024-09-24,105.75015258789062
2024-09-25,105.12577056884766
2024-09-26,105.12577056884766
2024-09-27,105.54512023925781
2024-09-30,105.28421020507812
2024-10-01,105.79019165039062
2024-10-02,105.55638122558594
2024-10-03,104.87361907958984
2024-10-04,104.3030776977539
2024-10-07,103.76998138427734
2024-10-08,103.9757308959961
2024-10-09,103.76998138427734
2024-10-10,103.65776062011719
2024-10-11,103.63904571533203
2024-10-14,103.64838409423828
2024-10-15,104.15345001220703
2024-10-16,104.48078918457031
2024-10-17,103.70449829101562
2024-10-18,103.58291625976562
2024-10-21,102.52603912353516
2024-10-22,102.5167007446289
2024-10-23,102.17063903808594
2024-10-24,102.4792709350586
2024-10-25,102.23609924316406
2024-10-28,102.15193176269531
2024-10-29,102.27352905273438
2024-10-30,102.142578125
2024-10-31,101.93682098388672
